transaction_amount,is_international,failed_attempts,timestamp_hour,timestamp_dayofweek,timestamp_day,timestamp_month,timestamp_is_weekend,merchant_Adams and Sons,merchant_Allen Group,"merchant_Alvarez, Stevenson and Reynolds",merchant_Armstrong Inc,merchant_Armstrong Ltd,"merchant_Ayala, George and Rose",merchant_Ballard-Wall,merchant_Barr-Miller,"merchant_Bartlett, Herman and Rodriguez",merchant_Bartlett-Miller,merchant_Benitez and Sons,"merchant_Bennett, Aguirre and Quinn","merchant_Bowen, Solis and White",merchant_Brown and Sons,merchant_Campbell LLC,merchant_Carlson LLC,"merchant_Carpenter, Baldwin and Olson",merchant_Carter LLC,merchant_Chandler-Martin,"merchant_Cole, Bowman and Smith",merchant_Coleman-Thomas,merchant_Contreras-Kane,"merchant_Cowan, Zimmerman and Conner",merchant_Crosby Group,merchant_Curtis PLC,"merchant_Davenport, Ewing and Martin",merchant_Davidson Ltd,"merchant_Davis, Fletcher and Ross",merchant_Estrada Inc,merchant_Fernandez-Gill,merchant_Fisher-Garza,"merchant_Flores, Davies and Boyle",merchant_Frazier PLC,"merchant_French, Wagner and Hays","merchant_Fuller, Ferrell and Edwards",merchant_Garcia LLC,merchant_George and Sons,"merchant_Gonzalez, Daugherty and Davila","merchant_Gonzalez, Wiggins and Edwards",merchant_Green LLC,merchant_Greene and Sons,merchant_Herman Inc,merchant_Hoffman-Patel,merchant_Hooper-Rose,"merchant_Hopkins, Swanson and Gordon",merchant_Horn PLC,merchant_Huang-Campos,merchant_Hutchinson-Armstrong,"merchant_Jarvis, Powell and Martin",merchant_Jensen Inc,merchant_Jones and Sons,"merchant_Jones, Johnson and Cooper",merchant_Kemp-Knight,merchant_King-Garza,"merchant_Klein, Hernandez and Collier","merchant_Kramer, Byrd and Cooley",merchant_Le-Hanson,"merchant_Lee, Rivers and Zimmerman",merchant_Lewis-Santos,merchant_Lopez-Wilson,"merchant_Martinez, Gilbert and Smith",merchant_Martinez-Bradford,merchant_Martinez-Smith,"merchant_Maxwell, Wong and Brown","merchant_Mcguire, Smith and Johnson",merchant_Miranda-Miller,"merchant_Morales, Robertson and Watts",merchant_Murphy-Brown,merchant_Murray Ltd,merchant_Nelson Inc,merchant_Nelson-Carter,merchant_Oneill LLC,"merchant_Owens, White and Jones","merchant_Paul, Mann and Myers","merchant_Ramos, Johnson and Harrison",merchant_Reyes and Sons,merchant_Reyes-Mendoza,"merchant_Richardson, Crane and Harris",merchant_Roberson-Lloyd,merchant_Roberts-Matthews,merchant_Roberts-Walker,merchant_Rojas Group,merchant_Sanchez-Cochran,merchant_Shelton Ltd,merchant_Sloan LLC,"merchant_Smith, Campbell and Benjamin",merchant_Smith-Davis,merchant_Spencer Ltd,merchant_Thompson-Walter,merchant_Torres-Ward,merchant_Tucker Ltd,merchant_Underwood-Garcia,merchant_Weber Group,merchant_White Group,merchant_White Inc,merchant_Williams-Thompson,merchant_Woods Group,"merchant_Woodward, Ramos and Jackson",merchant_Wyatt-Winters,merchant_Yang-Copeland,location_Alexisville,location_Allisonville,location_Bettyhaven,location_Brianmouth,location_Brownstad,location_Bryanside,location_Campbellside,location_Chadport,location_Cochranburgh,location_Coffeyport,location_Colonport,location_Cummingsfurt,location_Davisfurt,location_East Blakestad,location_East Brianview,location_East Daniel,location_East Davidtown,location_Erinberg,location_Gambleview,location_Garciafort,location_Huntermouth,location_Jasonfort,location_Jeffreybury,location_Jenniferburgh,location_Jonesmouth,location_Karenfort,location_Kristytown,location_Kylehaven,location_Lake Amanda,location_Lake Arthur,location_Lake Davidhaven,location_Lake Davidtown,location_Lake Eugeneland,location_Lake Janettown,location_Lake Neilport,location_Leestad,location_Levymouth,location_Lewischester,location_Lyonsville,location_Madisonberg,location_Marissaburgh,location_Marquezbury,location_Michaelland,location_Michaelmouth,location_Millerfurt,location_New Angela,location_New Isaacstad,location_New Lauraton,location_New Nicolechester,location_New Ryan,location_New Stephen,location_New Zachary,location_Nguyenstad,location_Normanstad,location_North Elizabethview,location_North Jenniferberg,location_North Josephborough,location_North Katherine,location_North Zacharybury,location_Parsonsstad,location_Phillipstad,location_Pittstown,location_Port Aliciachester,location_Port Anthony,location_Port Brooke,location_Port Bryan,location_Port Henry,location_Port Kariland,location_Port Lisahaven,location_Port Morgan,location_Port Tammiemouth,location_Rodriguezfurt,location_Scottfurt,location_Sheltontown,location_Smithfurt,location_South Barbaraborough,location_South Deborahmouth,location_South Diamond,location_South Jay,location_South Johnland,location_South Leonardhaven,location_South Lori,location_South Marcusbury,location_South Margaretland,location_South Melanieshire,location_Tinahaven,location_Walshville,location_Wellston,location_West Brandon,location_West Cherylland,location_West Jamesborough,location_West Joshuafurt,location_West Kerrifurt,location_West Matthew,location_West Patrick,location_West William,location_Whitemouth,location_Zacharybury,device_type_ATM,device_type_Desktop,device_type_Mobile,device_type_POS
2772.15,1,5,8,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4881.18,1,5,10,1,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3224.71,0,0,18,5,16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3436.21,0,0,1,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
661.35,1,1,22,1,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2107.18,0,2,19,2,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3361.62,1,0,22,2,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025.24,1,1,21,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4665.67,1,0,21,2,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2687.86,1,1,2,5,21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
